zip_code;city;state;latitude;longitude
1000;Amsterdam;Noord-Holland;52.377;4.906
1001;Amsterdam;Noord-Holland;52.377;4.906
1002;Amsterdam;Noord-Holland;51.861;4.359
1003;Amsterdam;Noord-Holland;51.861;4.359
1005;Amsterdam;Noord-Holland;52.377;4.906
1006;Amsterdam;Noord-Holland;52.377;4.906
1007;Amsterdam;Noord-Holland;52.377;4.906
1008;Amsterdam;Noord-Holland;52.377;4.906
1009;Amsterdam;Noord-Holland;52.377;4.906
1011;Amsterdam;Noord-Holland;52.377;4.906
1012;Amsterdam;Noord-Holland;52.379;4.901
1013;Amsterdam;Noord-Holland;52.381;4.895
1014;Amsterdam;Noord-Holland;52.391;4.862
1015;Amsterdam;Noord-Holland;52.378;4.893
1016;Amsterdam;Noord-Holland;52.374;4.889
1017;Amsterdam;Noord-Holland;52.366;4.894
1018;Amsterdam;Noord-Holland;52.37;4.914
1019;Amsterdam;Noord-Holland;52.366;4.935
1020;Amsterdam;Noord-Holland;52.392;4.907
1021;Amsterdam;Noord-Holland;52.384;4.912
1022;Amsterdam;Noord-Holland;52.39;4.937
1023;Amsterdam;Noord-Holland;52.391;4.941
1024;Amsterdam;Noord-Holland;52.396;4.949
1025;Amsterdam;Noord-Holland;52.401;4.948
1026;Amsterdam;Noord-Holland;52.383;4.976
1027;Amsterdam;Noord-Holland;52.421;4.95
1028;Amsterdam;Noord-Holland;52.399;4.984
1030;Amsterdam;Noord-Holland;52.392;4.892
1031;Amsterdam;Noord-Holland;52.391;4.912
1032;Amsterdam;Noord-Holland;52.391;4.917
1033;Amsterdam;Noord-Holland;52.415;4.895
1034;Amsterdam;Noord-Holland;52.407;4.912
1035;Amsterdam;Noord-Holland;52.42;4.886
1036;Amsterdam;Noord-Holland;52.407;4.901
1037;Amsterdam;Noord-Holland;52.43;4.864
1040;Amsterdam;Noord-Holland;52.397;4.854
1041;Amsterdam;Noord-Holland;52.408;4.853
1042;Amsterdam;Noord-Holland;52.4;4.836
1043;Amsterdam;Noord-Holland;52.386;4.827
1044;Amsterdam;Noord-Holland;52.401;4.811
1045;Amsterdam;Noord-Holland;52.405;4.789
1046;Amsterdam;Noord-Holland;52.392;4.789
1047;Amsterdam;Noord-Holland;52.396;4.766
1051;Amsterdam;Noord-Holland;52.384;4.879
1052;Amsterdam;Noord-Holland;52.384;4.88
1053;Amsterdam;Noord-Holland;52.371;4.873
1054;Amsterdam;Noord-Holland;52.366;4.877
1055;Amsterdam;Noord-Holland;52.376;4.844
1056;Amsterdam;Noord-Holland;52.37;4.845
1057;Amsterdam;Noord-Holland;52.365;4.851
1058;Amsterdam;Noord-Holland;52.362;4.858
1059;Amsterdam;Noord-Holland;52.35;4.85
1060;Amsterdam;Noord-Holland;52.379;4.854
1061;Amsterdam;Noord-Holland;52.365;4.836
1062;Amsterdam;Noord-Holland;52.363;4.839
1063;Amsterdam;Noord-Holland;52.38;4.836
1064;Amsterdam;Noord-Holland;52.373;4.834
1065;Amsterdam;Noord-Holland;52.361;4.827
1066;Amsterdam;Noord-Holland;52.35;4.829
1067;Amsterdam;Noord-Holland;52.383;4.807
1068;Amsterdam;Noord-Holland;52.364;4.8
1069;Amsterdam;Noord-Holland;52.348;4.796
1070;Amsterdam;Noord-Holland;52.376;4.872
1071;Amsterdam;Noord-Holland;52.359;4.871
1072;Amsterdam;Noord-Holland;52.359;4.888
1073;Amsterdam;Noord-Holland;52.357;4.893
1074;Amsterdam;Noord-Holland;52.357;4.9
1075;Amsterdam;Noord-Holland;52.355;4.864
1076;Amsterdam;Noord-Holland;52.349;4.863
1077;Amsterdam;Noord-Holland;52.347;4.883
1078;Amsterdam;Noord-Holland;52.349;4.909
1079;Amsterdam;Noord-Holland;52.344;4.903
1080;Amsterdam;Noord-Holland;52.362;4.87
1081;Amsterdam;Noord-Holland;52.331;4.868
1082;Amsterdam;Noord-Holland;52.323;4.879
1083;Amsterdam;Noord-Holland;52.322;4.891
1086;Amsterdam;Noord-Holland;52.363;4.982
1087;Amsterdam;Noord-Holland;52.358;4.993
1090;Amsterdam;Noord-Holland;52.377;4.894
1091;Amsterdam;Noord-Holland;52.361;4.915
1092;Amsterdam;Noord-Holland;52.361;4.917
1093;Amsterdam;Noord-Holland;52.364;4.926
1094;Amsterdam;Noord-Holland;52.366;4.935
1095;Amsterdam;Noord-Holland;52.366;4.94
1096;Amsterdam;Noord-Holland;52.345;4.916
1097;Amsterdam;Noord-Holland;52.354;4.928
1098;Amsterdam;Noord-Holland;52.354;4.929
1099;Amsterdam-Duivendrecht;Noord-Holland;52.324;4.926
1101;Amsterdam Zuidoost;Noord-Holland;52.309;4.932
1102;Amsterdam Zuidoost;Noord-Holland;52.32;4.951
1103;Amsterdam Zuidoost;Noord-Holland;52.324;4.96
1104;Amsterdam Zuidoost;Noord-Holland;52.316;4.979
1105;Amsterdam Zuidoost;Noord-Holland;52.283;4.964
1106;Amsterdam Zuidoost;Noord-Holland;52.298;4.974
1107;Amsterdam Zuidoost;Noord-Holland;52.295;4.99
1108;Amsterdam Zuidoost;Noord-Holland;52.305;5.01
1109;Amsterdam Zuidoost;Noord-Holland;52.304;5.016
1110;Diemen;Noord-Holland;52.34;4.955
1111;Diemen;Noord-Holland;52.34;4.955
1112;Diemen;Noord-Holland;52.33;4.985
1113;Diemen;Noord-Holland;52.352;4.977
1114;Amsterdam-Duivendrecht;Noord-Holland;52.33;4.931
1115;Duivendrecht;Noord-Holland;52.337;4.946
1117;Schiphol;Noord-Holland;52.313;4.807
1118;Schiphol-Rijk;Noord-Holland;52.322;4.8
1119;Schiphol-Rijk;Noord-Holland;52.283;4.763
1120;Landsmeer;Noord-Holland;52.442;4.915
1121;Landsmeer;Noord-Holland;52.442;4.915
1127;Den Ilp;Noord-Holland;52.444;4.913
1130;Volendam;Noord-Holland;52.49;5.067
1131;Volendam;Noord-Holland;52.49;5.067
1132;Volendam;Noord-Holland;52.501;5.057
1135;Edam;Noord-Holland;52.51;5.045
1140;Monnickendam;Noord-Holland;52.459;5.034
1141;Monnickendam;Noord-Holland;52.459;5.034
1145;Katwoude;Noord-Holland;52.468;5.03
1150;Broek in Waterland;Noord-Holland;52.433;4.996
1151;Broek in Waterland;Noord-Holland;52.433;4.996
1153;Zuiderwoude;Noord-Holland;52.429;5.032
1154;Uitdam;Noord-Holland;52.421;5.072
1156;Marken;Noord-Holland;52.459;5.104
1161;Zwanenburg;Noord-Holland;52.385;4.732
1165;Halfweg;Noord-Holland;52.383;4.696
1170;Badhoevedorp;Noord-Holland;52.345;4.779
1171;Badhoevedorp;Noord-Holland;52.345;4.779
1175;Lijnden;Noord-Holland;52.335;4.734
1180;Amstelveen;Noord-Holland;52.321;4.864
1181;Amsterdam;Noord-Holland;52.321;4.864
1182;Amstelveen;Noord-Holland;52.32;4.853
1183;Amsterdam;Noord-Holland;52.319;4.872
1184;Amstelveen;Noord-Holland;52.299;4.898
1185;Amstelveen;Noord-Holland;52.302;4.85
1186;Amstelveen;Noord-Holland;52.29;4.868
1187;Amstelveen;Noord-Holland;52.292;4.839
1188;Amstelveen;Noord-Holland;52.282;4.857
1189;Amstelveen;Noord-Holland;52.261;4.876
1190;Ouderkerk aan de Amstel;Noord-Holland;52.31;4.907
1191;Ouderkerk aan de Amstel;Noord-Holland;52.31;4.907
1200;Hilversum;Noord-Holland;52.23;5.177
1201;Hilversum;Noord-Holland;52.23;5.177
1202;Hilversum;Noord-Holland;52.23;5.177
1211;Hilversum;Noord-Holland;52.23;5.177
1212;Hilversum;Noord-Holland;52.219;5.191
1213;Hilversum;Noord-Holland;52.22;5.182
1214;Hilversum;Noord-Holland;52.219;5.175
1215;Hilversum;Noord-Holland;52.219;5.166
1216;Hilversum;Noord-Holland;52.222;5.155
1217;Hilversum;Noord-Holland;52.228;5.168
1218;Hilversum;Noord-Holland;52.274;5.139
1221;Hilversum;Noord-Holland;52.228;5.181
1222;Hilversum;Noord-Holland;52.253;5.172
1223;Hilversum;Noord-Holland;52.237;5.196
1230;Loosdrecht;Noord-Holland;52.205;5.131
1231;Loosdrecht;Noord-Holland;52.205;5.131
1240;Kortenhoef;Noord-Holland;52.242;5.119
1241;Kortenhoef;Noord-Holland;52.242;5.119
1243;'s-Graveland;Noord-Holland;52.269;5.12
1244;Ankeveen;Noord-Holland;52.276;5.105
1250;Laren;Noord-Holland;52.189;6.37
1251;Blaricum;Noord-Holland;52.272;5.225
1252;Laren;Noord-Holland;52.245;5.233
1260;Blaricum;Noord-Holland;52.273;5.231
1261;Blaricum;Noord-Holland;52.277;5.212
1270;Huizen;Noord-Holland;52.307;5.238
1271;Huizen;Noord-Holland;52.307;5.238
1272;Huizen;Noord-Holland;52.3;5.225
1273;Huizen;Noord-Holland;52.299;5.247
1274;Huizen;Noord-Holland;52.304;5.269
1275;Huizen;Noord-Holland;52.29;5.267
1276;Huizen;Noord-Holland;52.294;5.248
1277;Huizen;Noord-Holland;52.294;5.273
1300;Almere;Flevoland;52.416;5.22
1301;Almere;Flevoland;52.416;5.22
1302;Almere;Flevoland;52.416;5.22
1303;Almere;Flevoland;52.416;5.22
1305;Almere;Flevoland;52.416;5.22
1309;Almere;Flevoland;52.416;5.22
1311;Almere;Flevoland;52.367;5.173
1312;Almere;Flevoland;52.375;5.212
1313;Almere;Flevoland;52.385;5.203
1314;Almere;Flevoland;52.386;5.214
1315;Almere;Flevoland;52.368;5.217
1316;Almere;Flevoland;52.386;5.218
1317;Almere;Flevoland;52.385;5.232
1318;Almere;Flevoland;52.379;5.239
1319;Almere;Flevoland;52.385;5.182
1320;Almere;Flevoland;52.368;5.216
1321;Almere;Flevoland;52.36;5.192
1322;Almere;Flevoland;52.351;5.193
1323;Almere;Flevoland;52.367;5.2
1324;Almere;Flevoland;52.373;5.213
1325;Almere;Flevoland;52.373;5.226
1326;Almere;Flevoland;52.375;5.236
1327;Almere;Flevoland;52.357;5.254
1328;Almere;Flevoland;52.376;5.254
1329;Almere;Flevoland;52.375;5.275
1331;Almere;Flevoland;52.415;5.272
1332;Almere;Flevoland;52.403;5.256
1333;Almere;Flevoland;52.399;5.27
1334;Almere;Flevoland;52.395;5.274
1335;Almere;Flevoland;52.402;5.293
1336;Almere;Flevoland;52.402;5.31
1338;Almere;Flevoland;52.391;5.275
1339;Almere;Flevoland;52.395;5.29
1341;Almere;Flevoland;52.347;5.288
1343;Almere;Flevoland;52.342;5.296
1349;Almere;Flevoland;52.347;5.324
1351;Almere;Flevoland;52.351;5.22
1352;Almere;Flevoland;52.343;5.217
1353;Almere;Flevoland;52.335;5.216
1354;Almere;Flevoland;52.335;5.22
1355;Almere;Flevoland;52.338;5.225
1356;Almere;Flevoland;52.337;5.233
1357;Almere;Flevoland;52.337;5.227
1358;Almere;Flevoland;52.341;5.266
1359;Almere;Flevoland;52.338;5.186
1361;Almere;Flevoland;52.342;5.134
1362;Almere;Flevoland;52.354;5.171
1363;Almere;Flevoland;52.35;5.155
1380;Weesp;Noord-Holland;52.308;5.038
1381;Weesp;Noord-Holland;52.308;5.038
1382;Weesp;Noord-Holland;52.31;5.043
1383;Weesp;Noord-Holland;52.301;5.038
1390;Abcoude;Utrecht;52.273;4.972
1391;Abcoude;Utrecht;52.273;4.972
1393;Nigtevecht;Utrecht;52.272;5.027
1394;Nederhorst den Berg;Noord-Holland;52.252;5.049
1396;Baambrugge;Utrecht;52.256;4.978
1398;Muiden;Noord-Holland;52.332;5.071
1399;Muiderberg;Noord-Holland;52.32;5.105
1400;Bussum;Noord-Holland;52.27;5.165
1401;Bussum;Noord-Holland;52.28;5.164
1402;Bussum;Noord-Holland;52.273;5.167
1403;Hilversum;Noord-Holland;52.267;5.17
1404;Bussum;Noord-Holland;52.282;5.161
1405;Bussum;Noord-Holland;52.281;5.154
1406;Bussum;Noord-Holland;52.273;5.159
1410;Naarden;Noord-Holland;52.308;5.143
1411;Naarden;Noord-Holland;52.308;5.143
1412;Naarden;Noord-Holland;52.302;5.13
1420;Uithoorn;Noord-Holland;52.234;4.835
1421;Uithoorn;Noord-Holland;52.234;4.835
1422;Amstelveen;Noord-Holland;52.24;4.838
1423;Uithoorn;Noord-Holland;52.232;4.826
1424;Aalsmeer;Noord-Holland;52.241;4.787
1426;de Hoef;Utrecht;52.226;4.82
1427;Amstelhoek;Utrecht;52.231;4.833
1428;Vrouwenakker;Zuid-Holland;52.227;4.788
1430;Aalsmeer;Noord-Holland;52.259;4.762
1431;Aalsmeer;Noord-Holland;52.265;4.747
1432;Amstelveen;Noord-Holland;52.27;4.759
1433;Aalsmeer;Noord-Holland;52.238;4.753
1435;Rijsenhout;Noord-Holland;52.266;4.731
1436;Aalsmeerderbrug;Noord-Holland;52.278;4.767
1437;Rozenburg;Noord-Holland;52.281;4.739
1438;Oude Meer;Noord-Holland;52.291;4.79
1440;Purmerend;Noord-Holland;52.51;4.95
1441;Purmerend;Noord-Holland;52.51;4.95
1442;Purmerend;Noord-Holland;52.512;4.952
1443;Purmerend;Noord-Holland;52.508;4.96
1444;Purmerend;Noord-Holland;52.518;4.958
1445;Purmerend;Noord-Holland;52.495;4.987
1446;Purmerend;Noord-Holland;52.52;4.998
1447;Purmerend;Noord-Holland;52.488;4.975
1448;Purmerend;Noord-Holland;52.497;4.945
1451;Purmerland;Noord-Holland;52.485;4.928
1452;Ilpendam;Noord-Holland;52.464;4.972
1454;Watergang;Noord-Holland;52.438;4.951
1456;Wijdewormer;Noord-Holland;52.507;4.919
1458;Spijkerboor;Noord-Holland;52.538;4.831
1461;Zuidoostbeemster;Noord-Holland;52.513;4.944
1462;Middenbeemster;Noord-Holland;52.548;4.921
1463;Noordbeemster;Noord-Holland;52.576;4.98
1464;Westbeemster;Noord-Holland;52.525;4.86
1471;Kwadijk;Noord-Holland;52.531;4.967
1472;Middelie;Noord-Holland;52.527;5.038
1473;Warder;Noord-Holland;52.561;5.008
1474;Oosthuizen;Noord-Holland;52.565;4.994
1475;Beets;Noord-Holland;52.593;5.004
1476;Schardam;Noord-Holland;52.593;5.017
1477;Hobrede;Noord-Holland;52.544;4.987
1481;Purmer;Noord-Holland;52.494;5.013
1482;Purmer;Noord-Holland;52.473;4.993
1483;Zuidschermer;Noord-Holland;52.561;4.86
1484;Graft;Noord-Holland;52.559;4.837
1485;Noordeinde;Noord-Holland;52.572;4.834
1486;West-Graftdijk;Noord-Holland;52.551;4.805
1487;Oost-Graftdijk;Noord-Holland;52.543;4.823
1488;Starnmeer;Noord-Holland;52.553;4.788
1489;de Woude;Noord-Holland;52.546;4.778
1500;Zaandam;Noord-Holland;52.437;4.828
1501;Zaandam;Noord-Holland;52.437;4.828
1502;Zaandam;Noord-Holland;52.44;4.825
1503;Zaandam;Noord-Holland;52.442;4.847
1504;Zaandam;Noord-Holland;52.44;4.839
1505;Zaandam;Noord-Holland;52.434;4.843
1506;Zaandam;Noord-Holland;52.437;4.823
1507;Zaandam;Noord-Holland;52.435;4.813
1508;Zaandam;Noord-Holland;52.459;4.83
1509;Zaandam;Noord-Holland;52.463;4.816
1510;Oostzaan;Noord-Holland;52.446;4.872
1511;Oostzaan;Noord-Holland;52.446;4.872
1520;Wormerveer;Noord-Holland;52.489;4.796
1521;Wormerveer;Noord-Holland;52.489;4.796
1525;Westknollendam;Noord-Holland;52.516;4.785
1530;Wormer;Noord-Holland;52.495;4.801
1531;Wormer;Noord-Holland;52.495;4.801
1534;Oostknollendam;Noord-Holland;52.513;4.805
1536;Markenbinnen;Noord-Holland;52.523;4.782
1540;Koog aan de Zaan;Noord-Holland;52.455;4.81
1541;Koog aan de Zaan;Noord-Holland;52.455;4.81
1544;Zaandijk;Noord-Holland;52.471;4.811
1546;Jisp;Noord-Holland;52.506;4.847
1550;Westzaan;Noord-Holland;52.462;4.773
1551;Westzaan;Noord-Holland;52.462;4.773
1560;Krommenie;Noord-Holland;52.495;4.766
1561;Krommenie;Noord-Holland;52.495;4.766
1562;Krommenie;Noord-Holland;52.505;4.761
1566;Assendelft;Noord-Holland;52.439;4.717
1567;Assendelft;Noord-Holland;52.487;4.754
1600;Enkhuizen;Noord-Holland;52.704;5.293
1601;Enkhuizen;Noord-Holland;52.704;5.293
1602;Enkhuizen;Noord-Holland;52.717;5.265
1606;Venhuizen;Noord-Holland;52.678;5.238
1607;Hem;Noord-Holland;52.661;5.196
1608;Wijdenes;Noord-Holland;52.646;5.161
1609;Oosterleek;Noord-Holland;52.638;5.197
1610;Bovenkarspel;Noord-Holland;52.697;5.236
1611;Bovenkarspel;Noord-Holland;52.697;5.236
1613;Grootebroek;Noord-Holland;52.69;5.232
1614;Grootebroek;Noord-Holland;52.7;5.21
1616;Lutjebroek;Noord-Holland;52.69;5.156
1617;Westwoud;Noord-Holland;52.683;5.134
1619;Andijk;Noord-Holland;52.744;5.252
1620;Hoorn;Noord-Holland;52.635;5.057
1621;Hoorn;Noord-Holland;52.635;5.057
1622;Hoorn;Noord-Holland;52.642;5.049
1623;Hoorn;Noord-Holland;52.642;5.072
1624;Hoorn;Noord-Holland;52.644;5.059
1625;Hoorn;Noord-Holland;52.654;5.049
1627;Hoorn;Noord-Holland;52.635;5.106
1628;Hoorn;Noord-Holland;52.653;5.081
1631;Oudendijk;Noord-Holland;52.605;4.96
1633;Avenhorn;Noord-Holland;52.623;4.953
1634;Avenhorn;Noord-Holland;52.623;5.016
1636;Schermerhorn;Noord-Holland;52.601;4.888
1641;Spierdijk;Noord-Holland;52.649;4.94
1642;Spierdijk;Noord-Holland;52.649;4.949
1643;Spierdijk;Noord-Holland;52.652;4.941
1645;Ursem;Noord-Holland;52.623;4.928
1646;Ursem gem. S;Noord-Holland;52.624;4.87
1647;Berkhout;Noord-Holland;52.643;5.026
1648;De Goorn;Noord-Holland;52.629;4.951
1652;Zuidermeer;Noord-Holland;52.663;4.975
1654;Benningbroek;Noord-Holland;52.711;5.028
1655;Sijbekarspel;Noord-Holland;52.704;5.01
1657;De Weere;Noord-Holland;52.739;5.019
1658;Lambertschaag;Noord-Holland;52.749;5.038
1661;De Weere;Noord-Holland;52.73;4.992
1662;De Weere;Noord-Holland;52.722;4.998
1663;De Weere;Noord-Holland;52.721;5
1670;Medemblik;Noord-Holland;52.771;5.108
1671;Medemblik;Noord-Holland;52.771;5.108
1674;Opperdoes;Noord-Holland;52.759;5.082
1676;Twisk;Noord-Holland;52.746;5.064
1678;Oostwoud;Noord-Holland;52.724;5.091
1679;Midwoud;Noord-Holland;52.701;5.073
1681;Zwaagdijk-Oost;Noord-Holland;52.71;5.154
1682;Zwaagdijk-Oost;Noord-Holland;52.699;5.113
1683;Zwaagdijk-Oost;Noord-Holland;52.708;5.141
1684;Zwaagdijk-Oost;Noord-Holland;52.698;5.118
1685;Zwaagdijk-West;Noord-Holland;52.682;5.075
1686;Zwaagdijk-West;Noord-Holland;52.671;5.04
1687;Wognum;Noord-Holland;52.681;5.033
1688;Nibbixwoud;Noord-Holland;52.691;5.053
1689;Zwaag;Noord-Holland;52.663;5.063
1691;Hauwert;Noord-Holland;52.7;5.088
1692;Hauwert;Noord-Holland;52.718;5.115
1693;Wervershoof;Noord-Holland;52.726;5.15
1695;Blokker;Noord-Holland;52.664;5.101
1696;Oosterblokker;Noord-Holland;52.67;5.097
1697;Schellinkhout;Noord-Holland;52.648;5.112
1700;Heerhugowaard;Noord-Holland;52.674;4.845
1701;Heerhugowaard;Noord-Holland;52.674;4.845
1702;Heerhugowaard;Noord-Holland;52.664;4.833
1703;Heerhugowaard;Noord-Holland;52.656;4.82
1704;Obdam;Noord-Holland;52.67;4.821
1705;Heerhugowaard;Noord-Holland;52.653;4.841
1706;Heerhugowaard;Noord-Holland;52.667;4.862
1710;Hensbroek;Noord-Holland;52.658;4.888
1711;Hensbroek;Noord-Holland;52.658;4.888
1713;Obdam;Noord-Holland;52.674;4.913
1715;Spanbroek;Noord-Holland;52.699;4.958
1716;Opmeer;Noord-Holland;52.705;4.947
1718;Hoogwoud;Noord-Holland;52.712;4.942
1719;Aartswoud;Noord-Holland;52.743;4.951
1720;Broek op Langedijk;Noord-Holland;52.669;4.802
1721;Broek op Langedijk;Noord-Holland;52.669;4.802
1722;Zuid-Scharwoude;Noord-Holland;52.69;4.812
1723;Noord-Scharwoude;Noord-Holland;52.697;4.806
1724;Oudkarspel;Noord-Holland;52.702;4.781
1730;Winkel;Noord-Holland;52.761;4.889
1731;Winkel;Noord-Holland;52.761;4.889
1732;Lutjewinkel;Noord-Holland;52.762;4.866
1733;Nieuwe Niedorp;Noord-Holland;52.747;4.901
1734;Oude Niedorp;Noord-Holland;52.726;4.873
1735;'t Veld;Noord-Holland;52.746;4.864
1736;Zijdewind;Noord-Holland;52.742;4.836
1738;Waarland;Noord-Holland;52.725;4.836
1740;Schagen;Noord-Holland;52.786;4.794
1741;Schagen;Noord-Holland;52.786;4.794
1742;Schagen;Noord-Holland;52.784;4.789
1744;Sint Maarten;Noord-Holland;52.764;4.789
1746;Dirkshorn;Noord-Holland;52.748;4.779
1747;Dirkshorn;Noord-Holland;52.735;4.773
1749;Warmenhuizen;Noord-Holland;52.726;4.74
1750;Schagerbrug;Noord-Holland;52.801;4.761
1751;Schagerbrug;Noord-Holland;52.801;4.761
1752;Sint Maartensbrug;Noord-Holland;52.779;4.73
1753;Sint Maartensvlotbrug;Noord-Holland;52.792;4.69
1754;Burgerbrug;Noord-Holland;52.753;4.682
1755;Petten;Noord-Holland;52.759;4.666
1756;'t Zand;Noord-Holland;52.833;4.752
1757;Oudesluis;Noord-Holland;52.819;4.823
1759;Callantsoog;Noord-Holland;52.837;4.697
1760;Anna Paulowna;Noord-Holland;52.861;4.834
1761;Anna Paulowna;Noord-Holland;52.861;4.834
1764;Breezand;Noord-Holland;52.872;4.8
1766;Wieringerwaard;Noord-Holland;52.829;4.893
1767;Kolhorn;Noord-Holland;52.79;4.888
1768;Barsingerhorn;Noord-Holland;52.784;4.843
1769;Haringhuizen;Noord-Holland;52.773;4.829
1770;Wieringerwerf;Noord-Holland;52.847;5.025
1771;Wieringerwerf;Noord-Holland;52.847;5.025
1773;Kreileroord;Noord-Holland;52.84;5.082
1774;Slootdorp;Noord-Holland;52.839;4.971
1775;Middenmeer;Noord-Holland;52.81;4.991
1777;Hippolytushoef;Noord-Holland;52.905;4.963
1778;Westerland;Noord-Holland;52.892;4.951
1779;Den Oever;Noord-Holland;52.933;5.036
1780;Den Helder;Noord-Holland;52.963;4.772
1781;Den Helder;Noord-Holland;52.963;4.772
1782;Den Helder;Noord-Holland;52.956;4.76
1783;Den Helder;Noord-Holland;52.951;4.737
1784;Den Helder;Noord-Holland;52.948;4.746
1785;Den Helder;Noord-Holland;52.946;4.77
1786;Den Helder;Noord-Holland;52.895;4.757
1787;Julianadorp;Noord-Holland;52.895;4.752
1788;Julianadorp;Noord-Holland;52.892;4.75
1789;Den Helder;Noord-Holland;52.954;4.736
1790;Den Burg;Noord-Holland;53.055;4.798
1791;Den Burg;Noord-Holland;53.055;4.798
1792;Oudeschild;Noord-Holland;53.039;4.846
1793;De Waal;Noord-Holland;53.072;4.819
1794;Oosterend;Noord-Holland;53.086;4.872
1795;De Cocksdorp;Noord-Holland;53.156;4.871
1796;De Koog;Noord-Holland;53.1;4.76
1797;Den Hoorn;Noord-Holland;53.025;4.754
1800;Alkmaar;Noord-Holland;52.624;4.752
1801;Alkmaar;Noord-Holland;52.624;4.752
1802;Alkmaar;Noord-Holland;52.624;4.752
1810;Alkmaar;Noord-Holland;52.624;4.752
1811;Alkmaar;Noord-Holland;52.627;4.753
1812;Alkmaar;Noord-Holland;52.612;4.741
1813;Alkmaar;Noord-Holland;52.624;4.752
1814;Alkmaar;Noord-Holland;52.625;4.752
1815;Alkmaar;Noord-Holland;52.636;4.746
1816;Alkmaar;Noord-Holland;52.636;4.734
1817;Alkmaar;Noord-Holland;52.643;4.743
1821;Alkmaar;Noord-Holland;52.629;4.757
1822;Alkmaar;Noord-Holland;52.639;4.779
1823;Alkmaar;Noord-Holland;52.632;4.756
1824;Alkmaar;Noord-Holland;52.643;4.755
1825;Alkmaar;Noord-Holland;52.648;4.745
1826;Alkmaar;Noord-Holland;52.649;4.758
1827;Alkmaar;Noord-Holland;52.669;4.757
1829;Oudorp;Noord-Holland;52.631;4.773
1830;Koedijk;Noord-Holland;52.687;4.735
1831;Koedijk;Noord-Holland;52.673;4.757
1832;Koedijk;Noord-Holland;52.687;4.735
1834;Sint Pancras;Noord-Holland;52.665;4.789
1840;Stompetoren;Noord-Holland;52.609;4.84
1841;Stompetoren;Noord-Holland;52.615;4.823
1842;Heerhugowaard;Noord-Holland;52.638;4.836
1843;Grootschermer;Noord-Holland;52.592;4.856
1844;Driehuizen;Noord-Holland;52.583;4.825
1846;Zuidschermer;Noord-Holland;52.56;4.789
1847;Driehuizen;Noord-Holland;52.596;4.761
1850;Heiloo;Noord-Holland;52.619;4.721
1851;Heiloo;Noord-Holland;52.619;4.721
1852;Heiloo;Noord-Holland;52.608;4.708
1853;Heiloo;Noord-Holland;52.593;4.703
1860;Bergen (NH);Noord-Holland;51.974;4.507
1861;Bergen (NH);Noord-Holland;52.664;4.686
1862;Bergen (NH);Noord-Holland;52.682;4.7
1865;Bergen aan Zee;Noord-Holland;52.661;4.655
1870;Schoorl;Noord-Holland;52.721;4.676
1871;Schoorl;Noord-Holland;52.687;4.7
1873;Groet;Noord-Holland;52.719;4.672
1900;Castricum;Noord-Holland;52.545;4.659
1901;Castricum;Noord-Holland;52.545;4.659
1902;Castricum;Noord-Holland;52.544;4.676
1906;Heiloo;Noord-Holland;52.554;4.702
1910;Uitgeest;Noord-Holland;52.52;4.71
1911;Uitgeest;Noord-Holland;52.52;4.71
1920;Akersloot;Noord-Holland;52.56;4.731
1921;Akersloot;Noord-Holland;52.56;4.731
1930;Egmond aan Zee;Noord-Holland;52.616;4.621
1931;Egmond aan den Hoef;Noord-Holland;52.616;4.621
1934;Egmond aan den Hoef;Noord-Holland;52.619;4.649
1935;Egmond-Binnen;Noord-Holland;52.587;4.656
1940;Beverwijk;Noord-Holland;50.082;4.447
1941;Beverwijk;Noord-Holland;52.48;4.655
1942;Beverwijk;Noord-Holland;52.481;4.652
1943;Beverwijk;Noord-Holland;52.484;4.644
1944;Beverwijk;Noord-Holland;52.489;4.66
1945;Beverwijk;Noord-Holland;52.494;4.669
1946;Beverwijk;Noord-Holland;52.489;4.676
1947;Beverwijk;Noord-Holland;52.484;4.661
1948;Beverwijk;Noord-Holland;52.486;4.679
1949;Wijk aan Zee;Noord-Holland;52.49;4.611
1950;Velsen-Noord;Noord-Holland;52.474;4.649
1951;Velsen-Noord;Noord-Holland;52.474;4.649
1954;Tiel;Gelderland;51.89;5.415
1960;Heemskerk;Noord-Holland;52.516;4.671
1961;Heemskerk;Noord-Holland;52.509;4.671
1962;Heemskerk;Noord-Holland;52.516;4.671
1963;Heemskerk;Noord-Holland;52.519;4.681
1964;Heemskerk;Noord-Holland;52.502;4.667
1965;Heemskerk;Noord-Holland;52.498;4.655
1966;Heemskerk;Noord-Holland;52.498;4.684
1967;Heemskerk;Noord-Holland;52.492;4.687
1968;Heemskerk;Noord-Holland;52.519;4.666
1969;Heemskerk;Noord-Holland;52.501;4.602
1970;IJmuiden;Noord-Holland;52.462;4.625
1971;IJmuiden;Noord-Holland;52.462;4.625
1972;IJmuiden;Noord-Holland;52.461;4.618
1973;IJmuiden;Noord-Holland;52.46;4.602
1974;IJmuiden;Noord-Holland;52.452;4.595
1975;IJmuiden;Noord-Holland;52.464;4.598
1976;IJmuiden;Noord-Holland;52.453;4.593
1980;Velsen-Zuid;Noord-Holland;52.461;4.649
1981;Velsen-Zuid;Noord-Holland;52.461;4.649
1985;Driehuis NH;Noord-Holland;52.449;4.64
1990;Velserbroek;Noord-Holland;52.443;4.654
