postcode;stedelijkheid;n;longitude;latitude
2543;1;146;4.261203099999999;52.0413737
2544;1,19672;244;4.2460684;52.0379392
2545;1;233;4.269286;52.05169679999999
2546;1;152;4.2726238;52.05754779999999
2547;1;189;4.2676802;52.062372
2548;1,69737;228;4.445034;51.5469523
2551;1,03311;302;4.236382499999999;52.0595187
2552;1,00563;355;4.2484934;52.0537747
2553;1,86777;242;4.218228499999999;52.0468992
2554;2,3913;69;4.2232578;52.06928
2555;1,17757;321;4.239006100000001;52.0660605
2561;1;139;4.2807301;52.0784917
2562;1;271;4.2826458;52.0751033
2563;1;281;4.2688992;52.0702918
2564;1;264;4.2587971;52.0680022
2565;1;372;4.260013799999999;52.0759228
2566;1,64261;291;4.254359099999999;52.081437
2571;1;197;4.2873864;52.0689576
2572;1;171;4.2939462;52.0640732
2573;1;290;4.284247700000001;52.0644259
2574;1;227;4.278489;52.0639713
2581;1;104;4.2698284;52.0921637
2582;1;290;4.2757952;52.0939393
2583;1,65152;264;4.2541606;52.09073799999999
2584;1;209;4.281164899999999;52.1023763
2585;1,29911;224;4.3002696;52.0943777
2586;1,07692;234;4.2814776;52.1096695
2587;1,42466;219;4.2948375;52.1118404
2591;1,32258;186;4.3632065;52.0907388
2592;1,08163;196;4.350249499999999;52.0912173
2593;1;247;4.3429446;52.0861751
2594;1,86441;59;4.3409469;52.0942158
2595;1;164;4.332406;52.0812517
2596;1,57005;207;4.3196925;52.0936681
2597;2,68165;267;4.315684;52.10975149999999
2611;1;339;4.3590515;52.0125913
2612;1,44141;256;4.3649355;52.0190058
2613;1,01796;334;4.3475376;52.0116901
2614;1,42365;203;4.334205799999999;52.00952840000001
2616;3;8;4.3792724;52.01714759999999
2622;1,9209;177;4.3411751;51.9814255
2623;1,71111;180;4.362773199999999;51.9846053
2624;1;331;4.3557381;51.991495
2625;1,05828;326;4.33637;51.9922092
2626;2;2;4.3661635;51.9751995
2627;1,70588;34;4.3724582;51.9842464
2628;1,7594;266;4.3767752;52.0013243
2629;4,25;12;4.3871967;51.98502449999999
2631;2,56071;280;4.4121456;52.039803
2632;2,27692;65;4.3898329;52.0479345
2635;2,05072;138;4.3121936;52.0037046
2636;4,992;125;4.32299;51.9688378
2641;3,46023;352;4.436355;52.0282796
2642;3,2844;109;4.4495773;52.0092089
2643;3,09091;11;4.4436686;52.00280009999999
2645;3,26174;149;4.403764;51.9870584
2651;3,42936;361;4.4735032;52.01626230000001
2652;3,25362;138;4.4672927;51.9979283
2661;2,79348;276;4.5072177;51.9831471
2662;2,9359;78;4.4928735;51.98502089999999
2665;3,69084;262;4.534383699999999;52.0298572
2671;2,49596;371;4.206591599999999;51.9916086
2672;2,36765;68;4.218867599999999;51.9977992
2673;3,05714;35;4.203158699999999;52.0010123
2675;4,06186;194;4.237598200000001;52.0037574
2676;4,47706;109;4.2166845;51.9514856
2678;3,61255;271;4.2511269;51.9744095
2681;2,94357;319;4.1892251;52.02670630000001
2684;3;25;4.1829569;52.038868
2685;4,13548;155;4.2250963;52.0280795
2691;2,9328;372;4.1699834;51.9849551
2692;2,32308;65;4.1576762;51.9999732
2693;2,83333;18;4.180323500000001;51.9945318
2694;2,92105;38;4.1643986;52.0070288
2711;1;101;4.4923063;52.0619937
2712;1,54412;204;4.4952457;52.04993529999999
2713;1;151;4.4845399;52.0543248
2715;1;140;4.474815;52.05469429999999
2716;1,41256;223;4.450720599999999;52.0569335
2717;1,69634;191;4.4690508;52.069515
2718;2,11765;170;4.5000171;52.039136
2719;2,43455;191;4.4684647;52.0456444
2721;2,68462;130;4.541512;52.05347159999999
2722;1,5298;151;4.5090727;52.05471660000001
2723;1,57547;106;4.5229073;52.0594964
2724;1;199;4.5107895;52.0652707
2725;2,04;150;4.507733;52.0866321
2726;1,29268;164;4.4899179;52.0673948
2727;1,03906;128;4.5102405;52.0719299
2728;2,12139;173;4.5208371;52.0768352
2729;2,03352;179;4.5367495;52.0642748
2731;3,85567;97;4.557961;52.0740784
2735;5;2;4.5280773;52.091165
2741;2,85818;275;4.6603398;52.0408702
2742;2,4335;203;4.6213579;52.0424048
2743;3,46154;117;4.634871299999999;52.0352383
2751;5;108;4.584142;52.0544767
2752;5;10;4.5736313;52.0402845
2761;4,12155;181;4.5827851;52.00675769999999
2771;3,9805;359;4.6674407;52.0830757
2801;1,07393;257;4.705070099999999;52.015206
2802;1,93725;255;4.7032818;52.0046635
2803;2,33333;243;4.6938602;52.0262685
2804;1,88571;315;4.7077547;52.0310227
2805;1,34468;235;4.7254646;52.0196976
2806;1,22305;269;4.722716999999999;52.0131733
2807;2,52863;227;4.745017000000001;52.0096238
2808;2,85714;14;4.7209221;52.0026314
2809;4,44444;9;4.677305;52.0056974
2811;4,12545;279;4.7457781;52.0427708
2821;4,62687;134;4.734965700000001;51.9795191
2825;5;39;4.6980445;51.954479
2831;3,48333;60;4.6904189;51.9866059
2841;3,30851;188;4.6532566;51.9986902
2851;4,31034;116;4.7979844;52.00349869999999
2855;5;18;4.8203439;51.9813616
2861;4,25;184;4.7796668;51.9352887
2865;5;44;4.8093523;51.9274534
2871;3,27114;343;4.853836300000001;51.9481615
2901;2,2906;117;4.5643509;51.9146801
2902;1,60274;146;4.579013;51.9247094
2903;1,10759;158;4.5928166;51.92947179999999
2904;1,57463;134;4.606627899999999;51.9342328
2905;1,98639;147;4.5996313;51.9411323
2906;1,93043;115;4.5678162;51.9357444
2907;1,92899;169;4.5824901;51.94577630000001
2908;2;35;4.5795932;51.957818
2909;3,08333;24;4.5449679;51.9154297
2911;3,09091;77;4.6202789;51.9575549
2912;2,35385;130;4.605400299999999;51.9660917
2913;4,46154;13;4.6080252;51.9819
2914;2,5625;144;4.620110299999999;51.9761227
2921;2,73214;56;4.5764079;51.9089135
2922;1,88148;135;4.5910743;51.9189403
2923;2,27273;121;4.6049682;51.9144235
2924;2,4625;80;4.616419;51.924574
2925;2,63025;119;4.6234097;51.9176753
2926;2,85;40;4.6073274;51.9090324
2931;4,0473;148;4.62078;51.9018823
2935;4,31452;124;4.6573823;51.94548959999999
2941;3,6879;157;4.6982842;51.9173614
2951;2,30286;175;4.6616995;51.86451599999999
2952;3,36842;19;4.6710164;51.8522331
2953;3,34862;109;4.647823799999999;51.8690364
2954;2,51282;39;4.6874869;51.8727595
2957;3,83648;159;4.672653;51.8812939
2959;5;54;4.7816185;51.9087071
2961;4,47368;19;4.6310766;51.8855853
2964;4,69136;81;4.8483146;51.9165792
2965;5;35;4.8696301;51.935579
2967;5;32;4.9169855;51.9349365
2968;5;2;4.9002682;51.9376218
2969;5;47;4.707889799999999;51.858706
2971;5;57;4.7743742;51.8666189
2973;5;21;4.8261778;51.864506
2974;5;27;4.816872399999999;51.8860752
2975;5;25;4.8687437;51.883941
2977;5;21;4.911394;51.9033643
2981;1,74359;78;4.5938908;51.867182
2982;2,31387;137;4.5905719;51.8765788
2983;2,70225;178;4.605231300000001;51.8865991
2984;2,59184;49;4.6191944;51.8728112
2985;2,09574;94;4.6027016;51.8615428
2986;2,40367;109;4.6266911;51.85927849999999
2987;2,32867;143;4.579395799999999;51.88760689999999
2988;4,90625;64;4.5898854;51.8527779
2989;3,82353;17;4.6175276;51.8530202
2991;2,67391;230;4.551188499999999;51.8542806
2992;2,32743;226;4.5236887;51.8447535
2993;2,32955;176;4.501568799999999;51.8482482
2994;2,51515;99;4.5018768;51.8601475
2995;4,32143;84;4.5735185;51.832242
3011;1;220;4.4868516;51.9176582
3012;1;118;4.4757692;51.9194046
3013;1;14;4.4692509;51.92428870000001
3014;1;226;4.4660891;51.91977199999999
3015;1;58;4.4680441;51.9117502
3016;1;46;4.473647199999999;51.9062395
3021;1;316;4.4592135;51.9173832
3022;1;227;4.446733;51.9205044
3023;1;201;4.4519174;51.9123609
3024;1;142;4.4585002;51.9028408
3025;1;157;4.442311999999999;51.9080879
3026;1;150;4.442243299999999;51.91272619999999
3027;1;178;4.4366362;51.9182359
3028;1;199;4.4233186;51.9160876
3029;1,18919;37;4.4271047;51.9093228
3031;1;131;4.4899558;51.9268133
3032;1;109;4.4802711;51.9271821
3033;1;125;4.4705878;51.92755
3034;1,02174;184;4.4958649;51.9332125
3035;1;210;4.4811214;51.93244929999999
3036;1;216;4.4819719;51.937717
3037;1;187;4.472284999999999;51.9380852
3038;1;223;4.465403999999999;51.9356962
3039;1;256;4.4562769;51.9294172
3041;2;3;4.441546199999999;51.9286487
3042;2,1028;214;4.4327096;51.9342811
3043;2,15764;203;4.4242908;51.9425476
3044;2,8125;16;4.4175639;51.9308754
3045;3,07692;39;4.4503965;51.9534913
3046;5;12;4.426248000000001;51.9650044
3047;4,33333;12;4.400721;51.9474058
3051;1,21224;245;4.4767883;51.945865
3052;1,39161;143;4.4711778;51.9513791
3053;1,44444;261;4.4751291;51.96580909999999
3054;1,97409;193;4.4863536;51.9547782
3055;2,28632;234;4.506599599999999;51.9593073
3056;3,69091;55;4.5131822;51.94977739999999
3059;3,77778;99;4.582106899999999;51.9829108
3061;1;314;4.506100000000001;51.9261967
3062;1,33047;233;4.5245068;51.9294658
3063;1,77165;127;4.524732;51.9109104
3064;2,87097;31;4.5498655;51.9106043
3065;2,16346;104;4.553155500000001;51.9257119
3066;1,36076;158;4.5548838;51.93624519999999
3067;1,12312;333;4.5501455;51.9470301
3068;1,20365;329;4.545404;51.9578166
3069;1,57191;299;4.5333275;51.9635842
3071;1;240;4.5053635;51.911653
3072;1,04564;241;4.4842992;51.9018612
3073;1;283;4.5005481;51.8919713
3074;1;247;4.5138783;51.8941095
3075;1,0034;294;4.5075435;51.8850831
3076;1,35547;256;4.525179899999999;51.87381490000001
3077;1,94553;257;4.548839500000001;51.8993857
3078;1,32068;237;4.547115;51.888858
3079;1,4021;286;4.5453915;51.8783319
3081;1;268;4.4848488;51.89521879999999
3082;1,07092;282;4.467455999999999;51.887935
3083;1;322;4.4867975;51.8871996
3084;1,95082;61;4.4808997;51.8808041
3085;1,41392;273;4.4911173;51.87379540000001
3086;1,43096;239;4.4685611;51.8746537
3087;1,90909;22;4.4503638;51.8925546
3088;4,33333;6;4.4405503;51.8717422
3089;4,98333;60;4.4273885;51.8907725
3111;1;141;4.3975325;51.9170532
3112;1;277;4.4108427;51.9192046
3113;1,125;8;4.4098706;51.9079827
3114;2,13483;178;4.405111600000001;51.90352559999999
3115;2,66667;3;4.3867711;51.90023739999999
3116;1,20833;96;4.3930597;51.90927319999999
3117;1,20956;272;4.3847207;51.912895
3118;1,0202;99;4.3763809;51.9165164
3119;1,0402;199;4.445034;51.5469523
3121;1,7125;80;4.3853199;51.93208019999999
3122;1,21118;161;4.3706077;51.9313021
3123;1,34307;137;4.3620192;51.9488451
3124;2,01923;104;4.3813674;51.9481271
3125;2,58824;17;4.4046645;51.9313584
3131;1,02685;298;4.336911;51.91267850000001
3132;2,03876;258;4.3047281;51.9138591
3133;2,12195;41;4.3215761;51.8973512
3134;1,04969;161;4.3554018;51.90669870000001
3135;1,44358;257;4.3570546;51.91723289999999
3136;1,09562;251;4.3522652;51.9280069
3137;1,71226;212;4.341028;51.9390201
3138;3,75;4;4.3164285;51.92667609999999
3141;1,96933;163;4.273371399999999;51.92029849999999
3142;1,65094;106;4.2534757;51.9276413
3143;1,96923;65;4.2671296;51.9112541
3144;1,82524;103;4.2420182;51.9267298
3145;2,18487;119;4.2299596;51.9324619
3146;3,1519;79;4.222923;51.939338
3147;2;1;4.2418192;51.9360096
3151;3,47414;232;4.1313768;51.9863145
3155;4,04636;151;4.2810552;51.94916449999999
3161;3,88991;218;4.446418599999999;51.8476979
3162;3,3125;64;4.4766564;51.8544918
3171;3,17054;129;4.4008191;51.85602799999999
3172;4,52174;23;4.404183499999999;51.8466393
3176;3,64516;31;4.4010869;51.86792939999999
3181;2,98047;256;4.2387998;51.9056558
3191;1,42328;189;4.3736933;51.8583623
3192;1,85185;189;4.3600078;51.8535766
3193;2,39286;140;4.343195199999999;51.8700792
3194;2,13559;118;4.3725491;51.8716399
3195;4,02273;132;4.3907137;51.8842017
3197;4;1;4.282547000000001;51.8749478
3198;5;1;4.1379495;51.9436775
3201;1,54688;192;4.333480100000001;51.8492633
3202;2,63587;184;4.315845299999999;51.8604972
3203;1,15873;63;4.3368607;51.8398773
3204;1,00719;139;4.3254174;51.8389754
3205;1,67424;132;4.343861;51.8330046
3206;1,82051;156;4.3237795;51.8284528
3207;2,51327;226;4.3832328;51.8368366
3208;2,2;95;4.3069723;51.84494369999999
3209;3,65;40;4.3486361;51.8222463
3211;5;61;4.2664639;51.8543574
3212;5;20;4.288891599999999;51.8323747
3214;4,15;120;4.2399792;51.8076967
3216;5;40;4.226363099999999;51.8452192
3218;5;73;4.2251579;51.8584933
3221;2,99083;109;4.1243121;51.83032
3222;3,55238;105;4.1238461;51.8488546
3223;3,03196;219;4.149460500000001;51.8479547
3224;2,26282;156;4.1481143;51.8281611
3225;2,45455;132;4.1771015;51.8390401
3227;5;28;4.197537899999999;51.8250866
3231;3,49515;103;4.1681462;51.9081771
3232;3,50292;171;4.153731899999999;51.89809409999999
3233;4,35359;181;4.0762866;51.9193365
3234;4,91667;24;4.1337025;51.8935033
3235;4,47541;183;4.0701053;51.8771877
3237;4,87234;47;4.1798351;51.8786383
3238;5;60;4.2183335;51.8772656
3241;3,47586;145;4.1864349;51.75146119999999
3243;5;29;4.235958399999999;51.7391204
3244;5;53;4.1546026;51.7103291
3245;3,29412;153;4.1369134;51.7637823
3247;4,24138;116;4.077154699999999;51.75001520000001
3248;5;54;4.0873941;51.7760837
3249;5;32;4.0753344;51.715743
3251;4,82051;78;4.0322597;51.7938449
3252;5;66;3.978619399999999;51.8221099
3253;4,88785;107;3.911872;51.8031945
3255;4,21053;95;4.1984576;51.7034908
3256;5;32;4.2790156;51.6847466
3257;5;71;4.330104;51.682876
3258;5;44;4.2822477;51.7057501
3261;3,22396;192;4.428515;51.8166223
3262;2,48705;193;4.4011454;51.807069
3263;3,19444;72;4.3926088;51.8245814
3264;4,85542;83;4.373806;51.79751
3265;5;41;4.3353129;51.79893449999999
3267;5;53;4.287997799999999;51.7848042
3271;4,88298;94;4.4911159;51.8036693
3273;4,98077;52;4.4720791;51.7858828
3274;5;76;4.5073893;51.8242096
3281;4,10929;183;4.4608492;51.7360893
3284;5;88;4.3616111;51.7609517
3286;4,98947;95;4.4603332;51.7731094
3291;4,2426;169;4.541282499999999;51.75415169999999
3292;5;12;4.5656496;51.70564960000001
3293;5;11;4.598179;51.7559056
3295;3,67822;202;4.596178;51.7731672
3297;4,08725;149;4.5719799;51.80319979999999
3299;4,97368;76;4.553730499999999;51.79068359999999
3311;1;317;5.291265999999999;52.132633
3312;1,5814;258;4.6897521;51.8091453
3313;3,03448;116;4.7764598;51.803011
3314;1,11628;301;4.663065899999999;51.8049151
3315;2,23438;256;4.7211275;51.8025993
3316;4,41379;29;4.6403606;51.7661446
3317;1,4078;282;4.6604207;51.7891497
3318;1,74797;123;4.6797582;51.7883819
3319;2,78788;198;4.699989899999999;51.79286500000001
3328;2,08943;246;4.6715448;51.7781303
3329;4,19048;42;4.7249985;51.7680623
3331;1,3128;211;4.6390316;51.8164475
3332;1,60714;196;4.6601436;51.82619709999999
3333;2,0073;137;4.6330993;51.8100672
3334;2,61194;134;4.599480499999999;51.81270900000001
3335;2,83673;98;4.599304399999999;51.83123699999999
3336;3,2;5;4.6114966;51.8069479
3341;2,82667;150;4.6572166;51.8474857
3342;2,76106;113;4.6176106;51.84375259999999
3343;2,26042;96;4.6287632;51.8327282
3344;1,93478;92;4.6481189;51.8319652
3351;2,06395;172;4.6803905;51.83068600000001
3352;2,87097;62;4.6886215;51.8409448
3353;1,54331;127;4.6914672;51.8289217
3354;2,04478;67;4.7011527;51.8285351
3355;2,45455;77;4.7024877;51.8364214
3356;3,59184;98;4.7264907;51.8341363
3361;2,47101;138;4.768087100000001;51.8205489
3362;2,21171;222;4.7879305;51.8223893
3363;3,15842;101;4.7560631;51.8263283
3364;3,5;12;4.768952899999999;51.8350697
3366;5;14;4.7679762;51.8483445
3371;3,4213;216;4.8419741;51.8241471
3372;4,17204;93;5.291265999999999;52.132633
3373;4,15789;19;4.822523599999999;51.8434743
3381;5;93;4.8687708;51.8468645
3401;2,20789;279;5.0605765;52.0031269
3402;2,47465;217;5.0322705;52.0375238
3403;3,17021;47;5.000995;52.0375276
3404;2,49048;210;5.0391572;52.0120079
3405;4,97368;76;4.969198899999999;52.0070169
3411;4,36559;186;4.9170117;51.97206079999999
3412;5;23;5.0250638;51.9887245
3413;4,9;10;4.970032199999999;51.9658566
3415;5;24;4.8742325;51.9897557
3417;3,94495;218;4.9543396;52.03418809999999
3421;3,76471;204;4.864910699999999;52.0113692
3425;4,33333;15;4.896550599999999;52.0419136
3431;1,41026;195;5.0822153;52.0313972
3432;2,65161;155;5.0868209;52.02057809999999
3433;2,88889;108;5.1147876;52.01140299999999
3434;2,70046;217;5.084887999999999;52.01004289999999
3435;2,47024;168;5.073747099999999;52.0211419
3436;1,74011;177;5.0691378;52.0319605
3437;2,04262;305;5.072994899999999;52.05304
3438;2,3875;240;5.091658499999999;52.0469231
3439;4,48148;27;5.1055921;52.0330418
3441;2;87;4.886279399999999;52.0861647
3442;2,01695;118;4.878819399999999;52.08116
3443;2,56627;166;4.8498876;52.0943097
3444;3,85714;7;4.9086798;52.1011775
3445;3,39286;112;4.930162900000001;52.10161
3446;3,34328;134;4.9170767;52.0835558
3447;3,66667;6;4.888149299999999;52.0781169
3448;2,7931;203;4.8629719;52.0751734
3449;3,08696;23;4.8461786;52.0825062
3451;3,35714;224;5.0105849;52.1088514
3452;3,33071;127;5.007723299999999;52.0930262
3453;3,00617;162;5.01236;52.08220009999999
3454;2,64643;280;5.0347862;52.0785873
3455;5;19;4.9900433;52.1230142
3461;5;93;4.9133349;52.0624601
3464;5;8;4.857423499999999;52.0435327
3465;5;48;4.7922597;52.04620019999999
3466;5;38;4.8303891;52.0579207
3467;5;17;4.8304741;52.02074820000001
3471;4,94059;101;4.890930399999999;52.1218494
3474;5;59;4.8386325;52.1240065
3481;4,16019;206;4.9581791;52.0924628
3511;1;259;5.117682299999999;52.0896328
3512;1;251;5.124238;52.089348
3513;1;130;5.109308500000001;52.0979694
3514;1;181;5.1229102;52.10003709999999
3515;1;120;5.1168394;52.1029588
3521;1;132;5.1101543;52.0846443
3522;1;234;5.1147611;52.0738156
3523;1;213;5.124102;52.0707529
3524;1,6875;288;5.1338595;52.0610296
3525;1,264;125;5.118878;52.060353
3526;1,47887;213;5.1020828;52.0677229
3527;1,23207;237;5.0974735;52.0785501
3528;3,5;2;5.082438;52.0685717
3531;1;262;5.0947418;52.0906265
3532;1,03145;159;5.091494099999999;52.0954178
3533;1,42784;194;5.0853404;52.0843887
3534;2,48276;29;5.0835715;52.10174
3541;3,5;4;5.073204899999999;52.0902265
3542;4,42857;21;5.058368199999999;52.1174445
3543;3,46535;101;5.043336800000001;52.10745499999999
3544;2,47273;220;5.0535542;52.09107059999999
3545;4,5;4;5.0627984;52.0694169
3546;4,8;5;5.055196599999999;52.0458371
3551;1;170;5.0999601;52.1010322
3552;1;155;5.1042101;52.10616450000001
3553;1,01579;190;5.0883022;52.1095104
3554;1;163;5.0925505;52.1146439
3555;1,96809;188;5.0733613;52.1181297
3561;1,05579;233;5.1253497;52.11322269999999
3562;1,04046;173;5.115995499999999;52.1162875
3563;1,05325;169;5.0995948;52.116998
3564;1,51982;227;5.1071274;52.1219895
3565;2,84615;13;5.086532699999999;52.1268681
3566;2,625;8;5.1268142;52.1211352
3571;1,08696;276;5.136099199999999;52.1087671
3572;1,0184;326;5.1360279;52.0994663
3573;2,60274;73;5.1482429;52.1029207
3581;1;317;5.1345615;52.09155639999999
3582;1,02963;270;5.1326073;52.0810113
3583;1,22222;216;5.142929899999999;52.0832188
3584;3,25203;123;5.164979199999999;52.086241
3585;3,9;10;5.1489212;52.07099969999999
3601;3,02358;212;5.0444688;52.1499499
3602;3,61538;65;5.095034699999999;52.1371379
3603;2,13889;72;5.291265999999999;52.132633
3604;3,05405;37;5.0584155;52.1267481
3605;2,15217;138;5.030350200000001;52.1359258
3606;2,16667;6;5.0392256;52.1302286
3607;2,36653;251;5.0153602;52.1352346
3608;3,01613;62;5.031231399999999;52.1225934
3611;4,65;20;5.074379899999999;52.13270989999999
3612;5;40;5.089554199999999;52.16131350000001
3615;5;31;5.1158315;52.1601767
3621;3,72085;283;5.0032646;52.1596846
3625;5;8;5.0689857;52.17550199999999
3626;5;21;4.9771188;52.198041
3628;5;83;4.9564201;52.1563423
3631;5;16;5.012756;52.1938711
3632;4,25424;118;5.016585;52.2150028
3633;5;62;5.024187299999999;52.2386436
3634;5;17;4.997824500000001;52.2211233
3641;3,16879;314;4.8637193;52.2107533
3642;3,58667;75;4.8543824;52.1951697
3643;4,06667;30;4.8449787;52.2168475
3645;4,27807;187;4.9415132;52.2208319
3646;5;20;4.890871199999999;52.2335907
3648;4,22727;154;4.8946463;52.18020259999999
3651;5;10;4.8525959;52.1473613
3652;5;18;4.868463999999999;52.1626645
3653;5;2;4.8708189;52.1479399
3701;1,98305;177;5.2494095;52.0864975
3702;1,45361;97;5.2367732;52.0897176
3703;2,30061;163;5.2230443;52.078367
3704;2,35115;262;5.2109099;52.0842193
3705;2,29435;248;5.240160299999999;52.0988705
3706;2,81513;119;5.226126199999999;52.1034812
3707;2,94828;174;5.2768046;52.09989419999999
3708;3,85;140;5.2624361;52.0766146
3709;4,875;8;5.2407431;52.066952
3711;5;46;5.310440499999999;52.0850922
3712;4,87234;47;5.2638795;52.1190839
3721;2,2488;209;5.191574999999999;52.12229
3722;3,58156;141;5.2150699;52.1239122
3723;3,60357;280;5.2058921;52.1455949
3731;2,54037;161;5.1679297;52.10205939999999
3732;2,7234;141;5.1979647;52.1033971
3734;4,33333;87;5.245360799999999;52.1438459
3735;4,83019;53;5.237578699999999;52.1202552
3737;4,88889;54;5.291265999999999;52.132633
3738;4,16552;145;5.1684147;52.1578843
3739;5;41;5.1440798;52.16959050000001
3741;2,75319;235;5.2961854;52.21876150000001
3742;2,44758;248;5.300763;52.20790419999999
3743;2,72727;143;5.280967899999999;52.20879189999999
3744;4,70588;17;5.242189;52.1972093
3749;5;17;5.223221199999999;52.1847412
3751;3,29012;162;5.3802862;52.2229464
3752;3,3935;277;5.3579402;52.24527459999999
3754;5;17;5.337346699999999;52.2595305
3755;3,80952;210;5.2862423;52.2538365
3761;3,19014;142;5.2901251;52.1870833
3762;2,47826;207;5.2759325;52.1823954
3763;3,11538;52;5.2607441;52.172428
3764;3,06569;137;5.3099089;52.1861944
3765;2,0431;116;5.295084699999999;52.1695607
3766;2,47619;168;5.275705900000001;52.1637764
3768;4,04286;140;5.3000385;52.1520423
3769;4,20859;163;5.3043586;52.1225881
3771;3,47925;265;5.587017299999999;52.1547588
3772;3,15306;294;5.561872;52.1293383
3773;4,27778;72;5.6055848;52.13924060000001
3774;5;103;5.6664503;52.1509672
3775;5;17;5.750347;52.1682006
3776;5;39;5.6960845;52.1974646
3781;4,16194;247;5.6122134;52.1801823
3784;5;43;5.513226299999999;52.15291010000001
3785;5;37;5.5174311;52.1740064
3791;5;62;5.4715014;52.1442101
3792;5;8;5.520509400000001;52.1392645
3794;5;16;5.5201318;52.1206599
3811;1;209;5.3886526;52.1546779
3812;2,25088;283;5.365198299999999;52.1624
3813;1,63462;312;5.3870419;52.1720496
3814;1;135;5.3967921;52.16228880000001
3815;1,53047;279;5.4124148;52.1655648
3816;1,4931;290;5.410351899999999;52.1550147
3817;1,59722;288;5.387477899999999;52.1400981
3818;2,82528;269;5.3469106;52.1366245
3819;4,5;4;5.3433762;52.1527471
3821;3,91667;12;5.414479;52.1761165
3822;2,15493;142;5.400394599999999;52.1807551
3823;2,01322;227;5.3967287;52.1875781
3824;2,41897;253;5.378970199999999;52.1990389
3825;3,26;150;5.4175776;52.1919469
3826;3,62;50;5.4215561;52.2037461
3828;2,60156;256;5.347722699999999;52.1924723
3829;4,07143;84;5.4297578;52.1860621
3831;2,78571;308;5.4541407;52.123732
3832;4,54054;111;5.3709359;52.1062773
3833;2,95294;170;5.416637;52.1361017
3834;3,15385;78;5.437134299999999;52.12185789999999
3835;4,75;12;5.4367511;52.1538003
3836;5;6;5.464201;52.1578537
3841;2,41011;178;5.6185771;52.3518276
3842;2;158;5.6336159;52.34310410000001
3843;2,62179;156;5.633933499999999;52.336417
3844;2,73577;246;5.6072982;52.3376849
3845;3,15972;144;5.598497999999999;52.327429
3846;3,94444;18;5.6382483;52.3575634
3847;4,46667;15;5.6689451;52.3267356
3848;3,16667;84;5.6480207;52.3477539
3849;4,94118;85;5.6754579;52.3584505
3851;3,1993;286;5.6186704;52.2944597
3852;4,25414;181;5.692456099999999;52.2775899
3853;3,96203;237;5.5903572;52.30380530000001
3861;2,96804;219;5.4484992;52.2304711
3862;3,24632;272;5.5237483;52.2056625
3863;3,64286;154;5.4624407;52.2165076
3864;5;82;5.4648857;52.1950896
3871;3,7113;239;5.4645435;52.1764691
3881;3,8231;277;5.6306414;52.2379051
3882;3,87226;274;5.5510244;52.2416782
3886;5;68;5.7026084;52.2291183
3888;5;67;5.7901253;52.2301841
3891;3,15909;132;5.5377629;52.33429539999999
3892;3,79054;148;5.5365117;52.3196802
3893;3,7197;132;5.517815199999999;52.3352292
3894;4,02941;34;5.5285063;52.3467373
3896;5;20;5.4686845;52.2988367
3897;5;20;5.4322309;52.3859051
3898;5;11;5.5808329;52.3896599
3899;5;13;5.5106628;52.3582468
3901;1,19565;230;5.5577423;52.0258549
3902;2,37089;213;5.570914;52.0252324
3903;2,96947;131;5.5666834;52.0041845
3904;2,12081;298;5.5358854;52.0162597
3905;1,85106;282;5.553267099999999;52.03669240000001
3906;2,92593;135;5.5248231;52.0274039
3907;5;9;5.5830274;52.0193461
3911;3,65741;324;5.6014971;51.9627106
3912;3,29412;17;5.557913;51.9687581
3921;5;78;5.5081463;51.9936613
3922;5;10;5.483581000000001;51.9868436
3925;3,96875;224;5.5006433;52.089659
3927;4,98936;94;5.543647;52.0716928
3931;3,9145;269;5.4326704;52.0821787
3941;4,41667;300;5.3248371;52.0392713
3945;5;82;5.2960805;51.9927723
3947;5;46;5.3505499;52.0009284
3951;4,50704;142;5.362766199999999;52.0641188
3953;5;42;5.4133205;52.05117809999999
3956;4,23645;203;5.3995565;52.0146226
3958;4,06383;141;5.291265999999999;52.132633
3959;5;28;5.503356699999999;52.0363785
3961;3,03182;220;5.3051565;51.9711321
3962;2,79891;184;5.372711;51.9786838
3971;3,72685;216;5.2970522;52.0670914
3972;3,29278;263;5.2778915;52.03607179999999
3981;4,1383;188;5.1900572;52.0612246
3984;4,13869;137;5.2274186;52.0489468
3985;5;59;5.247666;52.0161776
3989;5;1;5.1361387;51.9932211
3991;2,81579;342;5.1559873;52.0202262
3992;2,74324;148;5.1468117;52.041871
3993;2,53731;134;5.1748924;52.04196899999999
3994;2,97818;275;5.1841395;52.0296117
3995;2,02174;46;5.169201;52.0335876
3997;5;15;5.2194767;52.0068105
3998;5;56;5.291265999999999;52.132633
3999;5;18;5.148311899999999;51.9966707
4001;2,22105;285;5.291265999999999;52.132633
4002;2,56364;55;5.4204583;51.89294289999999
4003;3,51149;174;5.4135614;51.8998879
4004;4,69231;13;5.4352554;51.9094928
4005;2,83594;128;5.4518036;51.8928198
4006;3,01075;93;5.4029227;51.87917179999999
4007;3,67516;157;5.4074136;51.8683653
4011;5;53;5.4018076;51.9242918
4012;5;41;5.3808482;51.9013886
4013;5;19;5.3767729;51.88037
4014;4,96667;30;5.3541245;51.8655039
4016;5;9;5.351645899999999;51.8868164
4017;4,75;4;5.393778999999999;51.8915184
4021;5;104;5.4079571;51.9558408
