postcode;n;longitude;latitude
2965;35;4.8696301;51.935579
2967;32;4.9169855;51.9349365
2968;2;4.9002682;51.9376218
2969;47;4.707889799999999;51.858706
2971;58;4.7743742;51.8666189
2973;21;4.8261778;51.864506
2974;27;4.816872399999999;51.8860752
2975;25;4.8687437;51.883941
2977;21;4.911394;51.9033643
2981;78;4.5938908;51.867182
2982;137;4.5905719;51.8765788
2983;178;4.605231300000001;51.8865991
2984;51;4.6191944;51.8728112
2985;94;4.6027016;51.8615428
2986;109;4.6266911;51.85927849999999
2987;143;4.579395799999999;51.88760689999999
2988;65;4.5898854;51.8527779
2989;17;4.6175276;51.8530202
2991;232;4.551188499999999;51.8542806
2992;226;4.5236887;51.8447535
2993;176;4.501568799999999;51.8482482
2994;99;4.5018768;51.8601475
2995;84;4.5735185;51.832242
3011;222;4.4868516;51.9176582
3012;120;4.4757692;51.9194046
3013;14;4.4692509;51.92428870000001
3014;227;4.4660891;51.91977199999999
3015;61;4.4680441;51.9117502
3016;48;4.473647199999999;51.9062395
3021;317;4.4592135;51.9173832
3022;227;4.446733;51.9205044
3023;201;4.4519174;51.9123609
3024;145;4.4585002;51.9028408
3025;159;4.442311999999999;51.9080879
3026;150;4.442243299999999;51.91272619999999
3027;180;4.4366362;51.9182359
3028;199;4.4233186;51.9160876
3029;38;4.4271047;51.9093228
3031;132;4.4899558;51.9268133
3032;109;4.4802711;51.9271821
3033;125;4.4705878;51.92755
3034;193;4.4958649;51.9332125
3035;210;4.4811214;51.93244929999999
3036;218;4.4819719;51.937717
3037;189;4.472284999999999;51.9380852
3038;223;4.465403999999999;51.9356962
3039;261;4.4562769;51.9294172
3041;3;4.441546199999999;51.9286487
3042;214;4.4327096;51.9342811
3043;203;4.4242908;51.9425476
3044;18;4.4175639;51.9308754
3045;39;4.4503965;51.9534913
3046;12;4.426248000000001;51.9650044
3047;12;4.400721;51.9474058
3051;245;4.4767883;51.945865
3052;144;4.4711778;51.9513791
3053;264;4.4751291;51.96580909999999
3054;195;4.4863536;51.9547782
3055;234;4.506599599999999;51.9593073
3056;55;4.5131822;51.94977739999999
3059;99;4.582106899999999;51.9829108
3061;316;4.506100000000001;51.9261967
3062;234;4.5245068;51.9294658
3063;127;4.524732;51.9109104
3064;31;4.5498655;51.9106043
3065;104;4.553155500000001;51.9257119
3066;158;4.5548838;51.93624519999999
3067;333;4.5501455;51.9470301
3068;330;4.3185376;52.0869388
3069;300;4.5333275;51.9635842
3071;241;4.5053635;51.911653
3072;250;4.4842992;51.9018612
3073;284;4.5005481;51.8919713
3074;247;4.5138783;51.8941095
3075;298;4.5075435;51.8850831
3076;271;4.525179899999999;51.87381490000001
3077;258;4.548839500000001;51.8993857
3078;237;4.547115;51.888858
3079;287;4.5453915;51.8783319
3081;271;4.4848488;51.89521879999999
3082;285;4.467455999999999;51.887935
3083;324;4.4867975;51.8871996
3084;61;4.4808997;51.8808041
3085;276;4.4911173;51.87379540000001
3086;242;4.4685611;51.8746537
3087;29;4.4503638;51.8925546
3088;8;4.4405503;51.8717422
3089;65;4.4273885;51.8907725
3111;144;4.3975325;51.9170532
3112;277;4.4108427;51.9192046
3113;8;4.4098706;51.9079827
3114;178;4.405111600000001;51.90352559999999
3115;3;4.3867711;51.90023739999999
3116;96;4.3930597;51.90927319999999
3117;273;4.3847207;51.912895
3118;100;4.3763809;51.9165164
3119;199;4.3951437;51.9224408
3121;80;4.3853199;51.93208019999999
3122;162;4.3706077;51.9313021
3123;137;4.3620192;51.9488451
3124;104;4.3813674;51.9481271
3125;18;4.4046645;51.9313584
3131;300;4.336911;51.91267850000001
3132;259;4.3047281;51.9138591
3133;41;4.3215761;51.8973512
3134;164;4.3554018;51.90669870000001
3135;263;4.3570546;51.91723289999999
3136;254;4.3522652;51.9280069
3137;212;4.341028;51.9390201
3138;4;4.3164285;51.92667609999999
3141;166;4.273371399999999;51.92029849999999
3142;106;4.2534757;51.9276413
3143;65;4.2671296;51.9112541
3144;103;4.2420182;51.9267298
3145;120;4.2299596;51.9324619
3146;79;4.222923;51.939338
3147;1;4.2418192;51.9360096
3151;234;4.1313768;51.9863145
3155;151;4.2810552;51.94916449999999
3161;220;4.446418599999999;51.8476979
3162;64;4.4766564;51.8544918
3171;130;4.4008191;51.85602799999999
3172;23;4.404183499999999;51.8466393
3176;31;4.4010869;51.86792939999999
3181;258;4.2387998;51.9056558
3191;189;4.3736933;51.8583623
3192;193;4.3600078;51.8535766
3193;141;4.343195199999999;51.8700792
3194;123;4.3725491;51.8716399
3195;133;4.3907137;51.8842017
3196;1;4.3484702;51.8831216
3197;1;4.282547000000001;51.8749478
3198;1;4.1379495;51.9436775
3201;195;4.333480100000001;51.8492633
3202;186;4.315845299999999;51.8604972
3203;63;4.3368607;51.8398773
3204;139;4.3254174;51.8389754
3205;132;4.343861;51.8330046
3206;157;4.3237795;51.8284528
3207;226;4.3832328;51.8368366
3208;96;4.3069723;51.84494369999999
3209;40;4.3486361;51.8222463
3211;61;4.2664639;51.8543574
3212;20;4.288891599999999;51.8323747
3214;121;4.2399792;51.8076967
3216;41;4.226363099999999;51.8452192
3218;73;4.2251579;51.8584933
3221;110;4.1243121;51.83032
3222;105;4.1238461;51.8488546
3223;220;4.149460500000001;51.8479547
3224;156;4.1481143;51.8281611
3225;133;4.1771015;51.8390401
3227;28;4.197537899999999;51.8250866
3231;104;4.1681462;51.9081771
3232;178;4.153731899999999;51.89809409999999
3233;183;4.0762866;51.9193365
3234;25;4.1337025;51.8935033
3235;183;4.0701053;51.8771877
3237;51;4.1798351;51.8786383
3238;60;4.2183335;51.8772656
3241;148;4.1864349;51.75146119999999
3243;29;4.235958399999999;51.7391204
3244;54;4.1546026;51.7103291
3245;153;4.1369134;51.7637823
3247;117;4.077154699999999;51.75001520000001
3248;54;4.0873941;51.7760837
3249;32;4.0753344;51.715743
3251;78;4.0322597;51.7938449
3252;66;3.978619399999999;51.8221099
3253;110;3.911872;51.8031945
3255;96;4.1984576;51.7034908
3256;32;4.2790156;51.6847466
3257;71;4.330104;51.682876
3258;45;4.2822477;51.7057501
3261;195;4.428515;51.8166223
3262;195;4.4011454;51.807069
3263;72;4.3926088;51.8245814
3264;83;4.373806;51.79751
3265;41;4.3353129;51.79893449999999
3267;54;4.287997799999999;51.7848042
3271;94;4.4911159;51.8036693
3273;52;4.4720791;51.7858828
3274;76;4.5073893;51.8242096
3281;183;4.4608492;51.7360893
3284;88;4.3616111;51.7609517
3286;95;4.4603332;51.7731094
3291;170;4.541282499999999;51.75415169999999
3292;12;4.5656496;51.70564960000001
3293;11;4.598179;51.7559056
3295;202;4.596178;51.7731672
3297;151;4.5719799;51.80319979999999
3299;77;4.553730499999999;51.79068359999999
3311;322;4.671282;51.8151714
3312;259;4.6897521;51.8091453
3313;116;4.7764598;51.803011
3314;305;4.663065899999999;51.8049151
3315;256;4.7211275;51.8025993
3316;33;4.6403606;51.7661446
3317;284;4.6604207;51.7891497
3318;123;4.6797582;51.7883819
3319;198;4.699989899999999;51.79286500000001
3328;246;4.6715448;51.7781303
3329;43;4.7249985;51.7680623
3331;211;4.6390316;51.8164475
3332;197;4.6601436;51.82619709999999
3333;137;4.6330993;51.8100672
3334;137;4.599480499999999;51.81270900000001
3335;99;4.599304399999999;51.83123699999999
3336;7;4.6114966;51.8069479
3341;151;4.6572166;51.8474857
3342;113;4.6176106;51.84375259999999
3343;96;4.6287632;51.8327282
3344;93;4.6481189;51.8319652
3351;172;4.6803905;51.83068600000001
3352;63;4.6886215;51.8409448
3353;128;4.6914672;51.8289217
3354;67;4.7011527;51.8285351
3355;77;4.7024877;51.8364214
3356;100;4.7264907;51.8341363
3361;139;4.768087100000001;51.8205489
3362;225;4.7879305;51.8223893
3363;101;4.7560631;51.8263283
3364;14;4.768952899999999;51.8350697
3366;14;4.7679762;51.8483445
3371;218;4.8419741;51.8241471
3372;93;4.894686;51.827259
3373;19;4.822523599999999;51.8434743
3381;93;4.8687708;51.8468645
3401;283;5.0605765;52.0031269
3402;217;5.0322705;52.0375238
3403;47;5.000995;52.0375276
3404;210;5.0391572;52.0120079
3405;76;4.969198899999999;52.0070169
3411;186;4.9170117;51.97206079999999
3412;23;5.0250638;51.9887245
3413;10;4.970032199999999;51.9658566
3415;24;4.8742325;51.9897557
3417;218;4.9543396;52.03418809999999
3421;205;4.864910699999999;52.0113692
3425;15;4.896550599999999;52.0419136
3431;199;5.0822153;52.0313972
3432;157;5.0868209;52.02057809999999
3433;109;5.1147876;52.01140299999999
3434;217;5.084887999999999;52.01004289999999
3435;168;5.073747099999999;52.0211419
3436;177;5.0691378;52.0319605
3437;307;5.072994899999999;52.05304
3438;240;5.091658499999999;52.0469231
3439;28;5.1055921;52.0330418
3441;87;4.886279399999999;52.0861647
3442;118;4.878819399999999;52.08116
3443;171;4.8498876;52.0943097
3444;7;4.9086798;52.1011775
3445;112;4.930162900000001;52.10161
3446;135;4.9170767;52.0835558
3447;6;4.888149299999999;52.0781169
3448;203;4.8629719;52.0751734
3449;25;4.8461786;52.0825062
3451;230;5.0105849;52.1088514
3452;127;5.007723299999999;52.0930262
3453;162;5.01236;52.08220009999999
3454;283;5.0347862;52.0785873
3455;20;4.9900433;52.1230142
3461;93;4.9133349;52.0624601
3464;8;4.857423499999999;52.0435327
3465;48;4.7922597;52.04620019999999
3466;40;4.8303891;52.0579207
3467;17;4.8304741;52.02074820000001
3471;101;4.890930399999999;52.1218494
3474;59;4.8386325;52.1240065
3481;206;4.9581791;52.0924628
3511;262;5.117682299999999;52.0896328
3512;255;5.124238;52.089348
3513;132;5.109308500000001;52.0979694
3514;181;5.1229102;52.10003709999999
3515;120;5.1168394;52.1029588
3521;135;5.1101543;52.0846443
3522;236;5.1147611;52.0738156
3523;219;5.124102;52.0707529
3524;288;5.1338595;52.0610296
3525;125;5.118878;52.060353
3526;216;5.1020828;52.0677229
3527;239;5.0974735;52.0785501
3528;2;5.082438;52.0685717
3531;262;5.0947418;52.0906265
3532;160;5.091494099999999;52.0954178
3533;194;5.0853404;52.0843887
3534;29;5.0835715;52.10174
3541;4;5.073204899999999;52.0902265
3542;26;5.058368199999999;52.1174445
3543;102;5.043336800000001;52.10745499999999
3544;220;5.0535542;52.09107059999999
3545;7;5.0627984;52.0694169
3546;5;5.055196599999999;52.0458371
3551;170;5.0999601;52.1010322
3552;157;5.1042101;52.10616450000001
3553;190;5.0883022;52.1095104
3554;168;5.0925505;52.1146439
3555;188;5.0733613;52.1181297
3561;233;5.1253497;52.11322269999999
3562;174;5.115995499999999;52.1162875
3563;169;5.0995948;52.116998
3564;232;5.1071274;52.1219895
3565;15;5.086532699999999;52.1268681
3566;8;5.1268142;52.1211352
3571;276;5.136099199999999;52.1087671
3572;326;5.1360279;52.0994663
3573;73;5.1482429;52.1029207
3581;318;5.1345615;52.09155639999999
3582;271;5.1326073;52.0810113
3583;216;5.142929899999999;52.0832188
3584;124;5.164979199999999;52.086241
3585;10;5.1489212;52.07099969999999
3601;213;5.0444688;52.1499499
3602;65;5.095034699999999;52.1371379
3603;72;5.0285094;52.1439823
3604;37;5.0584155;52.1267481
3605;138;5.030350200000001;52.1359258
3606;6;5.0392256;52.1302286
3607;251;5.0153602;52.1352346
3608;62;5.031231399999999;52.1225934
3611;20;5.074379899999999;52.13270989999999
3612;40;5.089554199999999;52.16131350000001
3615;31;5.1158315;52.1601767
3621;288;5.0032646;52.1596846
3625;8;5.0689857;52.17550199999999
3626;21;4.9771188;52.198041
3628;84;4.9564201;52.1563423
3631;18;5.012756;52.1938711
3632;120;5.016585;52.2150028
3633;63;5.024187299999999;52.2386436
3634;17;4.997824500000001;52.2211233
3641;314;4.8637193;52.2107533
3642;75;4.8543824;52.1951697
3643;30;4.8449787;52.2168475
3645;188;4.9415132;52.2208319
3646;20;4.890871199999999;52.2335907
3648;154;4.8946463;52.18020259999999
3651;10;4.8525959;52.1473613
3652;18;4.868463999999999;52.1626645
3653;2;4.8708189;52.1479399
3701;177;5.2494095;52.0864975
3702;97;5.2367732;52.0897176
3703;163;5.2230443;52.078367
3704;264;5.2109099;52.0842193
3705;248;5.240160299999999;52.0988705
3706;119;5.226126199999999;52.1034812
3707;176;5.2768046;52.09989419999999
3708;140;5.2624361;52.0766146
3709;8;5.2407431;52.066952
3711;46;5.310440499999999;52.0850922
3712;47;5.2638795;52.1190839
3721;229;5.191574999999999;52.12229
3722;141;5.2150699;52.1239122
3723;280;5.2058921;52.1455949
3731;162;5.1679297;52.10205939999999
3732;141;5.1979647;52.1033971
3734;91;5.245360799999999;52.1438459
3735;53;5.237578699999999;52.1202552
3737;56;5.1625082;52.1262254
3738;145;5.1684147;52.1578843
3739;41;5.1440798;52.16959050000001
3741;240;5.2961854;52.21876150000001
3742;251;5.300763;52.20790419999999
3743;144;5.280967899999999;52.20879189999999
3744;20;5.242189;52.1972093
3749;17;5.223221199999999;52.1847412
3751;165;5.3802862;52.2229464
3752;278;5.3579402;52.24527459999999
3754;17;5.337346699999999;52.2595305
3755;211;5.2862423;52.2538365
3761;143;5.2901251;52.1870833
3762;208;5.2759325;52.1823954
3763;52;5.2607441;52.172428
3764;138;5.3099089;52.1861944
3765;116;5.295084699999999;52.1695607
3766;168;5.275705900000001;52.1637764
3768;140;5.3000385;52.1520423
3769;166;5.3043586;52.1225881
3771;270;5.587017299999999;52.1547588
3772;294;5.561872;52.1293383
3773;72;5.6055848;52.13924060000001
3774;103;5.6664503;52.1509672
3775;17;5.750347;52.1682006
3776;39;5.6960845;52.1974646
3781;249;5.6122134;52.1801823
3784;43;5.513226299999999;52.15291010000001
3785;37;5.5174311;52.1740064
3791;64;5.4715014;52.1442101
3792;8;5.520509400000001;52.1392645
3794;16;5.5201318;52.1206599
3811;213;5.3886526;52.1546779
3812;284;5.365198299999999;52.1624
3813;312;5.3870419;52.1720496
3814;136;5.3967921;52.16228880000001
3815;280;5.4124148;52.1655648
3816;290;5.410351899999999;52.1550147
3817;288;5.387477899999999;52.1400981
3818;270;5.3469106;52.1366245
3819;5;5.3433762;52.1527471
3821;12;5.414479;52.1761165
3822;142;5.400394599999999;52.1807551
3823;227;5.3967287;52.1875781
3824;253;5.378970199999999;52.1990389
3825;153;5.4175776;52.1919469
3826;50;5.4215561;52.2037461
3828;257;5.347722699999999;52.1924723
3829;84;5.4297578;52.1860621
3831;309;5.4541407;52.123732
3832;112;5.3709359;52.1062773
3833;170;5.416637;52.1361017
3834;78;5.437134299999999;52.12185789999999
3835;12;5.4367511;52.1538003
3836;6;5.464201;52.1578537
3841;179;5.6185771;52.3518276
3842;167;5.6336159;52.34310410000001
3843;156;5.633933499999999;52.336417
3844;246;5.6072982;52.3376849
3845;145;5.598497999999999;52.327429
3846;24;5.6382483;52.3575634
3847;15;5.6689451;52.3267356
3848;84;5.6480207;52.3477539
3849;86;5.6754579;52.3584505
3851;287;5.6186704;52.2944597
3852;183;5.692456099999999;52.2775899
3853;237;5.5903572;52.30380530000001
3861;220;5.4484992;52.2304711
3862;273;5.5237483;52.2056625
3863;155;5.4624407;52.2165076
3864;83;5.4648857;52.1950896
3871;239;5.4645435;52.1764691
3881;278;5.6306414;52.2379051
3882;275;5.5510244;52.2416782
3886;69;5.7026084;52.2291183
3888;68;5.7901253;52.2301841
3891;133;5.5377629;52.33429539999999
3892;148;5.5365117;52.3196802
3893;132;5.517815199999999;52.3352292
3894;35;5.5285063;52.3467373
3896;20;5.4686845;52.2988367
3897;21;5.4322309;52.3859051
3898;11;5.5808329;52.3896599
3899;15;5.5106628;52.3582468
3901;233;5.5577423;52.0258549
3902;213;5.570914;52.0252324
3903;133;5.5666834;52.0041845
3904;298;5.5358854;52.0162597
3905;284;5.553267099999999;52.03669240000001
3906;135;5.5248231;52.0274039
3907;10;5.5830274;52.0193461
3911;329;5.6014971;51.9627106
3912;17;5.557913;51.9687581
3921;79;5.5081463;51.9936613
3922;10;5.483581000000001;51.9868436
3925;226;5.5006433;52.089659
3927;94;5.543647;52.0716928
3931;270;5.4326704;52.0821787
3941;300;5.3248371;52.0392713
3945;82;5.2960805;51.9927723
3947;46;5.3505499;52.0009284
3951;142;5.362766199999999;52.0641188
3953;42;5.4133205;52.05117809999999
3956;204;5.3995565;52.0146226
3958;142;5.470793;52.0060237
3959;29;5.503356699999999;52.0363785
3961;222;5.3051565;51.9711321
3962;184;5.372711;51.9786838
3971;217;5.2970522;52.0670914
3972;263;5.2778915;52.03607179999999
3981;188;5.1900572;52.0612246
3984;137;5.2274186;52.0489468
3985;60;5.247666;52.0161776
3989;1;5.1361387;51.9932211
3991;342;5.1559873;52.0202262
3992;149;5.1468117;52.041871
3993;134;5.1748924;52.04196899999999
3994;276;5.1841395;52.0296117
3995;46;5.169201;52.0335876
3997;15;5.2194767;52.0068105
3998;56;5.2079816;51.9807776
3999;18;5.148311899999999;51.9966707
4001;290;5.4301099;51.88322059999999
4002;55;5.4204583;51.89294289999999
4003;174;5.4135614;51.8998879
4004;15;5.4352554;51.9094928
4005;129;5.4518036;51.8928198
4006;96;5.4029227;51.87917179999999
4007;157;5.4074136;51.8683653
4011;54;5.4018076;51.9242918
4012;41;5.3808482;51.9013886
4013;19;5.3767729;51.88037
4014;30;5.3541245;51.8655039
4016;9;5.351645899999999;51.8868164
4017;4;5.393778999999999;51.8915184
4021;104;5.4079571;51.9558408
4023;25;5.361065600000001;51.9526796
4024;44;5.4514362;51.9750646
4031;53;5.4756183;51.9633265
4032;21;5.4693913;51.9317789
4033;142;5.523955099999999;51.93984090000001
4041;120;5.5726694;51.934891
4043;111;5.625225599999999;51.93239
4051;114;5.5853831;51.9157203
4053;26;5.5307903;51.9076919
4054;40;5.4838644;51.9045855
4061;56;5.3744424;51.8513306
4062;8;5.398832899999999;51.8581611
4063;15;5.345015;51.8182433
4064;23;5.3600829;51.8281489
4101;209;5.237711;51.96353870000001
4102;193;5.2511826;51.9563063
4103;47;5.2416589;51.94081569999999
4104;18;5.210373199999999;51.9408786
4105;216;5.2058155;51.9516895
4106;3;5.1834397;51.9553293
4107;16;5.1795081;51.934285
4111;23;5.2943443;51.9318274
4112;86;5.2749615;51.95126399999999
4115;13;5.323271699999999;51.9278706
4116;91;5.3192373;51.9068411
4117;16;5.340599699999999;51.8979206
4119;13;5.3300788;51.9461285
4121;29;5.1573118;51.9564768
4122;19;5.1254975;51.9446047
4124;31;5.1220252;51.9792407
4126;20;5.0751317;51.93883109999999
4128;65;5.0174384;51.9466074
4131;130;5.0939668;51.9698452
4132;122;5.0885226;51.993961
4133;140;5.0697869;51.9815011
4141;135;5.1092767;51.8922904
4142;141;5.0822693;51.8881603
4143;134;5.0954114;51.90614249999999
4145;35;5.1253566;51.92604919999999
4147;81;5.1008315;51.882058
4151;25;5.130614899999999;51.8834127
4152;24;5.1475409;51.9038739
4153;103;5.1997082;51.90158049999999
4155;15;5.155531799999999;51.8584808
4156;25;5.1807709;51.870617
4157;23;5.2068347;51.8694663
4158;57;5.2459479;51.86772860000001
4161;62;5.0719166;51.8674128
4163;6;5.0738381;51.8779262
4171;74;5.1283818;51.8358334
4174;32;5.17489;51.83909209999999
4175;73;5.2119727;51.8268633
4176;19;5.2352513;51.82847700000001
4181;65;5.2530215;51.8356283
4182;16;5.283842;51.84219239999999
4184;37;5.314432800000001;51.83022099999999
4185;20;5.31745;51.8459748
4191;250;5.3001383;51.8758978
4194;72;5.2943678;51.86291
4196;61;5.2539039;51.9097764
4197;42;5.287324799999999;51.8950255
4201;190;4.973391599999999;51.8292517
4202;6;4.9428276;51.8318635
4203;9;4.9490855;51.8349094
4204;167;4.9474733;51.83961000000001
4205;260;4.9669538;51.8480559
4206;69;4.9827054;51.844742
4207;236;4.9937947;51.8336817
4208;2;5.019752100000001;51.8325769
4209;36;4.9317427;51.8521849
4211;23;5.0291399;51.8573304
4212;7;5.009615999999999;51.8488949
4213;25;5.0132241;51.8235902
4214;69;5.0503989;51.83920759999999
4221;38;4.9874833;51.889566
4223;37;4.9317676;51.8707217
4225;44;4.9373778;51.90227729999999
4231;85;4.9801467;51.921678
4233;71;4.957889499999999;51.94382650000001
4235;18;4.9430279;51.9524064
4241;106;4.9966957;51.8679825
4243;25;5.0134859;51.88846119999999
4245;34;5.0452324;51.9189065
4247;25;5.037588899999999;51.8768345
4251;292;4.831879499999999;51.7848756
4254;129;4.935397;51.81761789999999
4255;94;4.9131423;51.7656401
4261;131;5.1073758;51.757362
4264;51;5.094537;51.7764339
4265;40;5.081328;51.7399813
4266;20;5.0517105;51.7386142
4267;12;5.0478976;51.7176316
4268;21;5.010986099999999;51.7297836
4269;11;5.0240075;51.7477333
4271;75;4.9592627;51.7319775
4273;105;4.9020448;51.7396642
4281;71;5.0463849;51.781156
4283;46;5.0204606;51.7822658
4284;47;5.0075751;51.80133530000001
4285;123;4.987247;51.81543079999999
4286;106;4.9612276;51.7794896
4287;5;5.0028442;51.7750811
4288;13;4.998256899999999;51.7858572
4301;321;3.9277791;51.6442354
4302;22;3.9006627;51.6438196
4303;14;3.9282317;51.6587274
4305;33;3.9896892;51.6316018
4306;85;3.9926998;51.6525988
4307;72;4.0434953;51.6508627
4308;19;4.043750999999999;51.6745989
4311;129;4.083158;51.6600441
4315;46;3.9916223;51.6895752
4316;43;3.9523769;51.7278606
4317;45;3.9337126;51.6862483
4318;77;3.898719;51.7322918
4321;47;3.8900269;51.6929796
4322;67;3.8619566;51.72030179999999
4323;23;3.8238824;51.7215456
4325;104;3.7618973;51.7341054
4326;20;3.7949831;51.7198412
4327;15;3.8118462;51.7034573
4328;210;3.7379333;51.6979115
4331;270;3.613585499999999;51.4989019
4332;127;3.6344616;51.5140456
4333;152;3.6100258;51.52006249999999
4334;96;3.5898423;51.5101547
4335;210;3.5934135;51.4889979
4336;169;3.6115484;51.4831807
4337;204;3.6310466;51.48784029999999
4338;9;3.644966;51.4979322
4339;56;3.6652189;51.4841482
4341;161;3.6819249;51.515199
4351;78;3.659541699999999;51.5369558
4352;23;3.6218285;51.5381245
4353;69;3.5980531;51.549386
4354;61;3.6147028;51.580478
4356;130;3.5504784;51.5718999
4357;83;3.4947902;51.5551355
4361;108;3.4573648;51.53255009999999
4363;62;3.5088248;51.5415536
4364;54;3.5702356;51.5291744
4365;46;3.5187213;51.5202012
4371;132;3.5510009;51.47713659999999
4373;49;3.528605;51.4988549
4374;94;3.47981;51.51083449999999
4381;277;3.5796868;51.4433989
4382;277;3.5942779;51.4468962
4383;98;3.5723107;51.45939749999999
4384;188;3.5455371;51.4588944
4385;121;3.5663842;51.4622071
4386;99;3.5733175;51.4672553
4387;17;3.5913881;51.4732785
4388;275;3.6032459;51.4676556
4389;29;3.675011;51.4628016
4401;179;4.033356299999999;51.4931278
4411;117;4.1544478;51.4100025
4413;119;4.0888776;51.438596
4414;44;4.0858101;51.4176701
4415;14;4.0742465;51.44699379999999
4416;120;4.0343661;51.4562614
4417;63;4.0141691;51.4701056
4421;234;3.961666;51.47978149999999
4423;19;3.9909607;51.4630056
4424;97;3.985831;51.5158066
4431;114;3.9012597;51.455501
4433;32;3.9109148;51.4341446
4434;45;3.8731716;51.4353963
4435;36;3.882834799999999;51.4140488
4436;37;3.8436922;51.404826
4437;20;3.8171484;51.3951827
4438;27;3.7914083;51.4144103
4441;53;3.810315699999999;51.43745370000001
4443;28;3.8494668;51.4466927
4444;28;3.8538071;51.47811
4451;172;3.8076066;51.4638358
4453;70;3.775466499999999;51.4596142
4454;51;3.7461153;51.4290056
4455;42;3.7252188;51.4612193
4456;64;3.7419932;51.4922497
4458;68;3.8174791;51.48981999999999
4461;365;3.892463599999999;51.5057781
4462;185;3.8930546;51.4873385
4463;140;3.8813131;51.5166751
4464;34;3.904783699999999;51.514581
4465;29;3.9135898;51.5208686
4471;102;3.7910021;51.5275218
4472;31;3.8602182;51.50157919999999
4474;28;3.9507232;51.5143606
4475;21;3.8862933;51.5296728
4481;80;3.9338321;51.5070314
4482;3;3.9192899;51.4825192
4484;98;3.8149249;51.56361210000001
4485;26;3.8668764;51.5724505
4486;68;3.824834399999999;51.5896346
4491;51;3.7546886;51.586627
4493;124;3.6958533;51.5726857
4494;17;3.7609628;51.562718
4501;181;3.4881444;51.3266603
4503;58;3.5183193;51.3677544
4504;49;3.4503983;51.3750226
4505;35;3.4465204;51.3436355
4506;73;3.4186095;51.3707018
4507;63;3.5599909;51.3507459
4508;38;3.5546612;51.308922
4511;172;3.5528408;51.3929752
4513;35;3.6501162;51.3689796
4515;102;3.6183318;51.3174688
4521;74;3.6904308;51.341465
4522;26;3.6446496;51.3271496
4524;127;3.4083802;51.2870378
4525;38;3.3933198;51.342562
4527;95;3.4524996;51.2909917
4528;28;3.5009202;51.2790675
4529;40;3.459748;51.248834
4531;104;3.8183232;51.3347463
4532;185;3.842656;51.3287022
4533;77;3.8712089;51.3303877
4535;107;3.8578955;51.313768
4536;87;3.8474786;51.31804649999999
4537;117;3.8370607;51.3223242
4538;26;3.8397799;51.3078029
4539;9;3.8745076;51.2974779
4541;87;3.8529042;51.2890087
4542;113;3.7876682;51.3173695
4543;103;3.9409158;51.3333155
4551;178;3.8111009;51.2589067
4553;85;3.7389975;51.2822058
4554;70;3.8512331;51.2313826
4561;313;4.0283126;51.283112
4562;29;4.069719099999999;51.275124
4564;93;4.0523795;51.25343400000001
4565;10;4.0649197;51.2529996
4566;35;4.0112657;51.2522266
4567;71;4.103634599999999;51.280499
4568;46;4.1868695;51.3300412
4569;48;4.0916797;51.3281515
4571;269;3.9320774;51.27064319999999
4574;44;3.8956826;51.235155
4575;10;3.9052638;51.2138719
4576;82;3.9596854;51.2434944
4581;63;3.9826149;51.3161585
4583;15;4.0481602;51.3112893
4584;13;4.044906699999999;51.3323995
4585;33;3.9996571;51.3470787
4586;20;4.0527095;51.3426316
4587;98;4.0640448;51.3553686
4588;22;4.0182442;51.3884675
4589;20;3.9789986;51.3792968
4611;290;4.291737400000001;51.4971259
4612;11;4.262789;51.4955485
4613;85;4.279852099999999;51.5028246
4614;204;4.3167882;51.514636
4615;142;4.2851668;51.4855217
4616;2;4.292436100000001;51.46025849999999
4617;112;4.2694947;51.4768821
4621;129;4.3022364;51.49279319999999
4622;17;4.3377995;51.5059628
4623;88;4.3389369;51.4927583
4624;168;4.3483687;51.47135480000001
4625;79;4.3130711;51.4700261
4631;243;4.3379498;51.44543179999999
4634;55;4.2895639;51.420913
4635;75;4.3815173;51.4385523
4641;188;4.331445299999999;51.4036003
4645;129;4.3843282;51.3753539
4651;340;4.332093800000001;51.572025
4652;6;4.3144548;51.59244229999999
4655;38;4.2367061;51.6176824
4661;285;4.2675991;51.5269673
4664;63;4.258104299999999;51.5483827
4671;182;4.3674195;51.6339963
4675;74;4.1547955;51.6258811
4681;81;4.2263588;51.5916907
4691;205;4.1985853;51.5347223
4693;76;4.131173899999999;51.5529162
4694;71;5.291265999999999;52.132633
4695;143;4.074902;51.5601504
4696;61;4.0216867;51.5883325
4697;118;4.1120056;51.59574869999999
4698;89;4.1850659;51.5720852
4701;187;4.4572566;51.5330891
4702;328;4.4744453;51.5403381
4703;218;4.4234785;51.5422694
4704;16;4.4606109;51.5540379
4705;21;4.4916472;51.547585
4706;252;4.4982513;51.52889140000001
4707;332;4.4694014;51.5089246
4708;175;4.4295504;51.49990349999999
4709;70;4.466044;51.48799040000001
4711;229;4.588226;51.5491203
4714;147;4.6130681;51.5244353
4715;134;4.549257;51.5269258
4721;45;4.5313899;51.4960157
4722;10;4.5732357;51.4970253
4724;120;4.396355799999999;51.5327514
4725;47;4.3952795;51.4853976
4726;56;4.3676205;51.5127558
4727;20;4.345466099999999;51.5346459
4731;323;4.5339732;51.5907649
4735;74;4.516092;51.5598225
4741;161;4.568510499999999;51.605248
4744;66;4.545243;51.5613331
